,patent_id,inventor_id,location_id
347,8276069,5927220-2,fd2afc45-72df-4a73-a321...
348,9411432,5471578-2,44a43e0d-f423-4c58-8ab4...
349,8009192,8009192-8,edb9ebd8-d1b2-4ec3-b62d...
350,7966494,6111954-1,a9b9ead9-7b82-4da7-b175...
351,8330773,7817038-1,00ac459d-af7d-4503-bcd5...
352,7912828,7760767-3,f16e1f33-6bd9-4d61-b56d...
353,7793225,7236154-5,541f6aa1-ad9c-4bd3-84db...
354,7817991,7817991-1,d819cf80-58a1-4e64-b179...
355,9244888,8990319-1,22b31977-37d0-4402-8994...
356,8650345,8650345-2,6f3b1f3d-3127-47ff-87df...
357,9737798,8730778-3,25a2bf78-9411-427f-a8c9...
358,9329774,9329774-3,290559dc-02ce-422e-a0f4...
359,6448988,6448988-2,c09053cc-39a7-4f2a-8d59...
360,7240289,7240289-1,884262d3-43db-449f-90e2...
361,7684618,7684618-1,fd2afc45-72df-4a73-a321...
362,6430575,6430575-1,541f6aa1-ad9c-4bd3-84db...
363,9124717,9124717-1,95c07c6c-8c4d-4f43-8a1d...
364,9250719,9250719-5,790a1f93-b417-4a90-a260...
365,8306993,8306993-1,b6505187-1395-402f-8f8d...
366,10037624,10037624-7,e0f2913c-7029-4d00-be...
367,8818350,8818350-2,4f5e4429-aac1-4314-9beb...
368,8184097,8184097-2,32ea6e49-063f-4d4f-9ed9...
369,8745544,8745544-6,a80b27d1-29c7-4841-8f34...
370,7487445,7487445-2,c789435b-3f38-4a55-9f30...
371,8502789,8502789-2,b50ff1d1-ae4e-402e-aa7f...
372,8078694,8078694-3,a80b27d1-29c7-4841-8f34...
373,8984431,8984431-3,541f6aa1-ad9c-4bd3-84db...
374,8868476,8868476-1,04715b08-c0d2-48a3-947f...
375,8302014,8302014-10,a1279602-f354-4f3d-b44...
376,9990107,9990107-7,2432d162-8224-48fe-bf63...
377,10101814,10101814-3,29322e3b-5d78-4e32-86...
378,9600090,9600090-2,659afb0a-04d5-416f-bea6...
379,8224022,8224022-2,a9b9ead9-7b82-4da7-b175...
380,9513798,9513798-6,e0f2913c-7029-4d00-be71...
381,9858552,9858552-1,7a98dd3e-0bda-481c-818a...
382,7840584,7840584-1,c664b39f-d1af-4e22-b7ea...
383,8457908,8457908-3,290559dc-02ce-422e-a0f4...
384,8781228,8781228-3,dfab42d2-698c-406a-9eed...
385,9318108,9318108-8,ee2eea05-fc09-46be-8a5a...
386,10013030,10013030-6,071921dc-3c95-4d1e-9e...
387,8665272,8665272-1,d0fc7fef-8370-4577-9ef3...
388,7739210,7739210-1,d819cf80-58a1-4e64-b179...
389,9176900,9176900-2,d819cf80-58a1-4e64-b179...
390,8893033,8893033-4,290559dc-02ce-422e-a0f4...
391,10007341,6241462-2,80f64611-f1d7-49f2-867...
392,7583842,7116840-2,fd2afc45-72df-4a73-a321...
393,6369819,5634012-3,541f6aa1-ad9c-4bd3-84db...
394,7242387,5581670-2,c16f58ae-3e34-409f-8b13...
395,8548431,8238876-1,290559dc-02ce-422e-a0f4...
396,9671922,6708228-1,12b17a94-8083-414d-864b...
397,8073933,6111954-1,a9b9ead9-7b82-4da7-b175...
398,7392249,D551242-2,290559dc-02ce-422e-a0f4...
399,8432371,5594169-2,7df67244-1c2d-42bd-aeeb...
400,8150930,D551242-2,290559dc-02ce-422e-a0f4...
401,9861887,D403392-3,32ea6e49-063f-4d4f-9ed9...
402,8311806,7912828-1,f16e1f33-6bd9-4d61-b56d...
403,7570813,7133563-2,fd2afc45-72df-4a73-a321...
404,9922642,8660849-4,a80b27d1-29c7-4841-8f34...
405,8199117,7133872-6,e0f2913c-7029-4d00-be71...
406,9465527,8954870-4,06fe9e51-6ec0-4c85-9720...
407,8982087,5594169-2,7df67244-1c2d-42bd-aeeb...
408,7061474,6611921-3,6f3b1f3d-3127-47ff-87df...
409,9369659,9369659-9,6eaae1f2-475f-4696-b974...
410,8232969,5727391-2,5e5b5aca-0565-402f-844b...
411,5717879,4987492-2,56a4bde6-3d67-496b-a899...
412,8824738,7016532-1,ba97c563-dad6-42ba-8bdf...
413,6324551,4914586-2,ff5ebd7a-2db4-4b9a-8586...
414,7454717,6232957-1,6f3b1f3d-3127-47ff-87df...
415,8564544,D453166-1,541f6aa1-ad9c-4bd3-84db...
416,7861169,4441159-1,85c0f856-c244-4688-86e1...
417,9547642,5502645-2,04715b08-c0d2-48a3-947f...
418,7502759,6608911-2,f2aea81d-30ed-4029-adb6...
419,8866818,6003040-1,77bae20e-3d4e-4023-8d7e...
420,9588781,7958393-2,d819cf80-58a1-4e64-b179...
421,9953088,8494123-1,541f6aa1-ad9c-4bd3-84db...
422,7750891,5642441-6,290559dc-02ce-422e-a0f4...
423,9864489,D551242-2,290559dc-02ce-422e-a0f4...
424,9323422,7454717-4,4347b3f9-fbca-4bce-b30b...
425,9952718,7016055-2,77bae20e-3d4e-4023-8d7e...
426,9785630,9785630-3,541f6aa1-ad9c-4bd3-84db...
427,6195093,5548705-2,c09053cc-39a7-4f2a-8d59...
428,8035624,7710391-3,78ce0f74-293e-496c-9763...
429,8411070,7133872-6,e0f2913c-7029-4d00-be71...
430,9658693,9600076-6,5e5b5aca-0565-402f-844b...
431,8330737,8330737-2,9afa0f25-903d-41f1-b589...
432,9268373,8498100-4,77bae20e-3d4e-4023-8d7e...
433,8990235,8418055-5,290559dc-02ce-422e-a0f4...
434,8991473,6870258-1,77bae20e-3d4e-4023-8d7e...
435,9620104,8341142-2,fb7abfae-99c8-45c1-84d5...
436,8375328,5625693-2,884262d3-43db-449f-90e2...
437,8780541,8498100-8,290559dc-02ce-422e-a0f4...
438,9098133,7949249-1,541f6aa1-ad9c-4bd3-84db...
439,8947428,7088364-1,2e70baa4-b1f6-487f-bc71...
440,6992702,6219034-2,85c0f856-c244-4688-86e1...
441,7386526,7092895-1,17dce637-a780-4211-8efd...
442,9020305,7016532-2,e3d274bf-4589-438a-8871...
443,7162473,4839853-2,d819cf80-58a1-4e64-b179...
444,8830668,8498100-8,290559dc-02ce-422e-a0f4...
445,9766663,9116550-4,77bae20e-3d4e-4023-8d7e...
446,6327395,4118113-2,884262d3-43db-449f-90e2...
447,8300062,6204860-1,c16f58ae-3e34-409f-8b13...
448,10101822,10101822-2,541f6aa1-ad9c-4bd3-84...
449,8756534,6253228-3,44a43e0d-f423-4c58-8ab4...
450,6859909,5619392-2,541f6aa1-ad9c-4bd3-84db...
