,patent_id,inventor_id,location_id
103,9836700,9367815-2,d819cf80-58a1-4e64-b179...
104,9020804,9020804-1,5c6ef6c2-2e7d-4f10-88eb...
105,8639743,5039182-2,85c0f856-c244-4688-86e1...
106,9130892,6675229-6,c88209a3-0022-4392-9a79...
107,9824333,9824333-1,44fdd716-25af-49a7-991c...
108,7983953,5675788-2,4cb87644-13e0-40fa-a406...
109,8601099,7469319-3,6b0a31ad-cb44-41a8-afc9...
110,8433992,5255011-4,08b38030-3e60-4952-b512...
111,6195685,6058416-3,8f9d901b-2163-417a-a26e...
112,7752235,4063432-2,d819cf80-58a1-4e64-b179...
113,8655895,7385875-1,4df8841c-41a2-4ab4-b354...
114,9298703,8909513-1,c09053cc-39a7-4f2a-8d59...
115,8260787,7689457-3,290559dc-02ce-422e-a0f4...
116,8712189,6697518-1,4f5e4429-aac1-4314-9beb...
117,7318063,7318063-1,d819cf80-58a1-4e64-b179...
118,7092931,6405212-2,87019673-b943-4ef7-bb21...
119,9292658,8015128-1,7d3fdfdd-b8f9-41a1-a35c...
120,8595202,5920725-2,17fd9513-2c8f-4f7a-b993...
121,8935199,7576883-4,b2658bae-c6e3-43d6-a3bb...
122,8166028,8166028-3,4f5e4429-aac1-4314-9beb...
123,7913249,7913249-2,9be91a3d-af29-498e-bd85...
124,7039679,6131116-10,a80b27d1-29c7-4841-8f3...
125,9858275,6904584-5,44a43e0d-f423-4c58-8ab4...
126,6950852,6950852-1,0edc7445-946e-4c31-b360...
127,7549115,7117435-1,480ef51a-bd04-494a-8b8c...
128,8898578,8576750-2,44a43e0d-f423-4c58-8ab4...
129,7634509,6671757-3,69383ce8-bb09-4eec-a411...
130,6760580,6760580-4,6f3b1f3d-3127-47ff-87df...
131,7788622,7305648-3,72dbe737-8552-4b75-b657...
132,9878243,5665704-1,423d33fe-8365-4bdc-bde7...
133,8554605,5877389-1,423d33fe-8365-4bdc-bde7...
134,7450560,6766377-3,21844075-8a66-44f9-a473...
135,9372848,9319363-2,820bd11e-6bc7-4678-97c3...
136,6108583,6108583-2,134e668b-8df0-4a88-a7f0...
137,6859822,5768503-1,7df67244-1c2d-42bd-aeeb...
138,9773271,4689669-1,6cb6af88-092d-4a42-987a...
139,9182979,8645483-1,c28f6be6-c829-459e-9cc7...
140,7890549,7890549-2,b822061c-0ebd-4419-85ca...
141,7155667,5644737-2,12b17a94-8083-414d-864b...
142,7856615,7590933-2,4f47c296-fed9-4b26-a1b6...
143,9398089,8102849-3,784bd297-e174-4b80-ab09...
144,7346705,5146556-1,9f55ff27-5a58-4eb5-be7a...
145,8812702,6131116-2,a80b27d1-29c7-4841-8f34...
146,9251265,7966369-2,bff24f4a-2d71-4de7-a178...
147,7620650,7213035-1,290559dc-02ce-422e-a0f4...
148,6828986,4691982-2,00e8a71d-de3c-4582-8403...
149,9953328,5634012-3,541f6aa1-ad9c-4bd3-84db...
150,7937651,7197515-1,4e7797c1-b5d1-46c9-81a0...
151,9083708,8880933-3,b519888b-8245-47a2-a630...
152,7487448,7202875-1,83cb4e57-2d6d-4bb8-8002...
153,8261062,6373949-1,e0f2913c-7029-4d00-be71...
154,5043919,4709367-2,35a36b24-2ac2-4a6a-9714...
155,7614000,6161152-1,ab652a00-c10d-4f0e-a480...
156,7164423,7164423-1,85c0f856-c244-4688-86e1...
157,8583671,7650570-1,e69a8019-82df-464a-9de8...
158,10091348,9237078-1,57766cc2-4b73-435d-b53...
159,9258601,5643088-2,790a1f93-b417-4a90-a260...
160,6681108,5553214-3,4dc08c4c-6715-4e2a-90bb...
161,9747268,8392819-1,290559dc-02ce-422e-a0f4...
162,9703771,7802246-3,290559dc-02ce-422e-a0f4...
163,8566807,7707547-2,8960a945-0f43-420d-9001...
164,9009117,7949684-9,541f6aa1-ad9c-4bd3-84db...
165,7536295,3960393-3,6fc1ee17-fc7f-4286-b8b7...
166,7512878,7359902-11,6f3b1f3d-3127-47ff-87d...
167,6584490,6006271-1,1070a0cc-bcff-47cb-ba62...
168,9710769,8005826-6,05bb7553-dded-42ba-821d...
169,10045077,7479987-2,fd2afc45-72df-4a73-a32...
170,8712757,5875318-1,35a36b24-2ac2-4a6a-9714...
171,7191168,5608908-2,4f5e4429-aac1-4314-9beb...
172,9760862,7720887-9,6f3b1f3d-3127-47ff-87df...
173,8688498,6985938-2,6210ccea-ba49-435c-9bc7...
174,7941399,7185277-1,83cb4e57-2d6d-4bb8-8002...
175,9330095,9330095-3,365bfd97-73dd-4da5-b4ac...
176,6640241,5664099-1,b2dcc928-371d-498f-95b2...
177,8674957,7061404-2,784bd297-e174-4b80-ab09...
178,9395958,8090611-12,b50ff1d1-ae4e-402e-aa7...
179,7831688,7831688-6,784bd297-e174-4b80-ab09...
180,8914384,5146502-1,7df67244-1c2d-42bd-aeeb...
181,8601099,7519908-1,abb667e3-03d5-4516-8bc2...
182,8984098,8984098-4,2432d162-8224-48fe-bf63...
183,8898578,7298714-1,61cd7cc8-8203-4839-bc60...
184,10052557,5665704-1,423d33fe-8365-4bdc-bde...
185,6463461,6463461-1,85c0f856-c244-4688-86e1...
186,8195711,6920607-4,290559dc-02ce-422e-a0f4...
187,9165300,5564005-2,ac1b0a15-14e8-4070-b049...
188,9614850,9600582-2,290559dc-02ce-422e-a0f4...
189,8935311,6105027-2,cd5eecd0-e2aa-4ea0-8d16...
190,6594819,6532488-2,0e576f98-6a28-44e1-b172...
191,10009389,5561765-1,884262d3-43db-449f-90e...
192,9179191,5408324-2,6cb6af88-092d-4a42-987a...
193,7200588,7054818-2,423d33fe-8365-4bdc-bde7...
194,9207931,6467009-3,c759e374-2319-46d8-a2ff...
195,8775948,7580913-1,a80b27d1-29c7-4841-8f34...
196,7953641,7370006-2,49b01ced-3ac9-4117-8ab0...
197,6212547,5617539-2,85c0f856-c244-4688-86e1...
198,8135718,6842753-4,790a1f93-b417-4a90-a260...
199,6934737,5025314-1,884262d3-43db-449f-90e2...
200,10052557,8002618-3,541f6aa1-ad9c-4bd3-84d...
201,7503057,5907604-1,a80b27d1-29c7-4841-8f34...
202,9537790,9088459-1,08821626-7b0c-4033-b2c6...
203,8572030,8078957-5,77bae20e-3d4e-4023-8d7e...
204,6714979,6377993-2,6706eaba-41f1-457d-90d6...
205,8285813,7707547-2,8960a945-0f43-420d-9001...
206,7003565,5355371-7,de5b7cf2-a000-4ed1-ad73...
207,8291079,7596620-1,11e4177e-4824-4f04-a57e...
208,8135786,8135786-3,8e048188-3a77-4d1b-b8ea...
209,8140618,7656840-2,78ce0f74-293e-496c-9763...
210,9105010,7231596-1,4f5e4429-aac1-4314-9beb...
211,9870124,7591008-5,b5a55c8d-df9f-42d6-b83d...
212,9942519,9942519-1,d5e05ea0-7758-4eec-a00b...
213,6587870,5894573-1,0edc7445-946e-4c31-b360...
214,7103835,7103835-4,f4e3f381-2ff7-431b-a2c8...
215,9165073,9165073-2,06fe9e51-6ec0-4c85-9720...
216,6260192,5602772-1,541f6aa1-ad9c-4bd3-84db...
217,8341098,7240345-3,6cb6af88-092d-4a42-987a...
218,9314701,4592546-2,c09053cc-39a7-4f2a-8d59...
219,7148906,5541454-2,00e8a71d-de3c-4582-8403...
220,8887070,8887070-6,20f004e9-dce9-49b2-b6c4...
221,7451156,7296017-6,6f3b1f3d-3127-47ff-87df...
222,5138614,5138614-1,736c7002-82b0-4504-8c4f...
223,8326769,8326769-1,541f6aa1-ad9c-4bd3-84db...
224,8805925,8805925-2,1b17216a-a470-4cc9-9ac7...
225,9753953,9229976-3,6f3b1f3d-3127-47ff-87df...
226,9919211,8002618-3,541f6aa1-ad9c-4bd3-84db...
227,9135279,6378128-1,c1caa52a-464a-47ab-a5ae...
228,9526991,9526991-2,790a1f93-b417-4a90-a260...
229,9515966,9515966-1,7bbb5286-b6d0-49d7-96eb...
230,7383291,7383291-2,f16e1f33-6bd9-4d61-b56d...
231,10074127,5564005-2,ac1b0a15-14e8-4070-b04...
232,9547635,7355622-1,290559dc-02ce-422e-a0f4...
233,8082277,8082277-2,9e95b9f2-8da6-43de-b4e0...
234,8059796,RE30579-2,04715b08-c0d2-48a3-947f...
235,9753953,7546221-2,290559dc-02ce-422e-a0f4...
236,6880126,5673403-1,35a36b24-2ac2-4a6a-9714...
237,7568167,7185285-3,290559dc-02ce-422e-a0f4...
238,7617451,5964885-1,6f3b1f3d-3127-47ff-87df...
239,9430454,5602997-1,55a2157c-95fa-408a-9d3a...
240,9350599,9350599-4,68fc7fbc-5d0d-48d1-8ac0...
241,10127725,6919891-5,d819cf80-58a1-4e64-b17...
242,8429753,8176005-12,6f3b1f3d-3127-47ff-87d...
243,8380655,7366709-2,06d7119f-1af3-41e2-ae7b...
244,7941536,6519625-1,7d681eb8-59e5-4a63-9a27...
245,8819034,7861005-2,5264e7dc-6372-4368-a74c...
246,9264248,5493568-2,784bd297-e174-4b80-ab09...
247,9195687,5212298-3,ff5ebd7a-2db4-4b9a-8586...
248,8732240,6904584-5,44a43e0d-f423-4c58-8ab4...
249,9652225,9652225-2,45ffbe31-202c-46e8-80c4...
250,8611873,6671757-3,a80b27d1-29c7-4841-8f34...
251,9317185,7734569-2,27f0515f-6804-40d4-adc8...
252,7039679,6131116-2,a80b27d1-29c7-4841-8f34...
253,7702767,7702767-1,78c0a8c7-dfd9-40b0-85a5...
254,7769614,7188072-3,44a43e0d-f423-4c58-8ab4...
255,8935311,7194535-1,09d2917f-e71c-407d-83f4...
256,9276920,7580919-2,10b49190-bba7-4d2d-b61f...
257,9684852,9177229-1,4f5e4429-aac1-4314-9beb...
258,6058416,6058416-1,c0db9df3-8748-47f2-aeef...
259,9026131,8028081-4,df51e03f-f757-495c-9651...
260,8589391,7558769-2,4f5e4429-aac1-4314-9beb...
261,8914384,8914384-5,579a7150-db21-4a3a-86b3...
262,7509353,7509353-1,6f3b1f3d-3127-47ff-87df...
263,8732240,8719347-9,44a43e0d-f423-4c58-8ab4...
264,7039679,6708221-9,85c0f856-c244-4688-86e1...
265,9264248,8102849-7,784bd297-e174-4b80-ab09...
266,7739240,4004149-3,44a43e0d-f423-4c58-8ab4...
267,5950208,5768514-1,7136dc5e-fe91-40bd-955e...
268,8898578,8887070-5,541f6aa1-ad9c-4bd3-84db...
269,9384501,8667080-1,1af0f324-2dfe-4725-9866...
270,7152093,5617539-2,85c0f856-c244-4688-86e1...
271,9662577,5643088-2,790a1f93-b417-4a90-a260...
272,8260642,7546583-1,3185b04f-f6f1-4700-b1f8...
273,8538742,8412512-2,0010c4ad-3f0a-4f72-b168...
274,8954499,6604124-1,d4611173-43db-4e95-8abc...
275,7383500,7296017-6,6f3b1f3d-3127-47ff-87df...
276,8600400,7103388-1,c16f58ae-3e34-409f-8b13...
277,9894174,8661459-6,6f3b1f3d-3127-47ff-87df...
278,7447736,6574661-1,6706eaba-41f1-457d-90d6...
279,9604140,5643088-2,790a1f93-b417-4a90-a260...
280,7475060,7458029-4,6a0982c7-55ca-4d5d-afbd...
281,8533757,6757906-5,2432d162-8224-48fe-bf63...
282,8543575,7650570-1,27f0515f-6804-40d4-adc8...
283,8799233,6347137-1,541f6aa1-ad9c-4bd3-84db...
284,6681108,6681108-1,0010c4ad-3f0a-4f72-b168...
285,6199116,5864711-1,78c0a8c7-dfd9-40b0-85a5...
286,7506242,5644737-2,12b17a94-8083-414d-864b...
287,8666929,6516209-5,a98ddb67-096d-4d40-b148...
288,9852120,6766512-1,a6fc8e19-cb35-4e96-a4ee...
289,6988270,5933639-2,84d374cf-8074-410a-9b2a...
290,7653879,7653879-6,4e7797c1-b5d1-46c9-81a0...
291,7043716,7043716-1,4df8841c-41a2-4ab4-b354...
292,6510461,5659729-1,6e1515fd-7a84-4c10-bdbd...
293,6687878,6519050-2,92690e3b-7ea6-40d1-9769...
294,7739240,6601070-3,7df67244-1c2d-42bd-aeeb...
295,7752632,7007033-1,7975c107-4d29-4b80-85b7...
296,7953696,7617234-3,6f3b1f3d-3127-47ff-87df...
297,6993572,6629135-1,bdc7bae3-6fa7-4214-bae2...
298,6901426,6604084-5,026f103a-aa36-4ddb-97e5...
299,8990903,8364748-3,84658196-78c1-4875-82d8...
300,9275420,8286250-2,541f6aa1-ad9c-4bd3-84db...
301,9665571,8990068-2,44a43e0d-f423-4c58-8ab4...
302,8122020,7376588-1,290559dc-02ce-422e-a0f4...
303,10068009,8676564-2,9afa0f25-903d-41f1-b58...
304,6731642,5870412-3,065ba967-4ff9-41b9-b7bd...
305,10096002,8188891-2,d6af8e71-5f99-4e88-973...
306,9067143,8002618-3,541f6aa1-ad9c-4bd3-84db...
307,7549118,5706505-2,290559dc-02ce-422e-a0f4...
308,7512954,7054818-2,423d33fe-8365-4bdc-bde7...
309,10009389,6122274-1,541f6aa1-ad9c-4bd3-84d...
310,9501904,4592546-2,c09053cc-39a7-4f2a-8d59...
311,9457272,8002618-3,541f6aa1-ad9c-4bd3-84db...
312,7957999,7216093-2,4c5c8f1c-4b08-4596-babe...
313,9165285,9165285-2,5e5b5aca-0565-402f-844b...
314,9898262,9720655-1,4f5e4429-aac1-4314-9beb...
315,8819149,7631053-1,ad29dc1b-237c-4a5c-a498...
316,6577328,5719637-4,18203c5e-0c42-4b98-974e...
317,8434002,8434002-1,173a6b7d-1b3f-43f9-8b89...
318,9183515,5737236-3,ac1b0a15-14e8-4070-b049...
319,7484202,5613032-2,ff8b815b-6c2e-4229-a07d...
320,10127725,7679637-1,6f3b1f3d-3127-47ff-87d...
321,7975004,7975004-3,cdff74c1-6f71-442c-a574...
322,8484292,7627810-3,57826b84-2949-48ed-9f25...
323,7895269,5475744-1,9afa0f25-903d-41f1-b589...
324,10079789,7702685-5,77bae20e-3d4e-4023-8d7...
325,7530079,7530079-2,290559dc-02ce-422e-a0f4...
326,9128801,6467009-3,c759e374-2319-46d8-a2ff...
327,8204826,7333953-4,bc6bf7ed-f5be-4902-ab6b...
328,9979777,8719347-4,44a43e0d-f423-4c58-8ab4...
329,7707498,5964885-1,6f3b1f3d-3127-47ff-87df...
330,9900358,8719347-4,541f6aa1-ad9c-4bd3-84db...
331,9870124,8284909-4,77bae20e-3d4e-4023-8d7e...
332,9753953,8584143-2,81b91794-dc3c-44ca-9857...
333,8661459,6898633-1,6f3b1f3d-3127-47ff-87df...
334,7814231,7760767-3,f16e1f33-6bd9-4d61-b56d...
335,9324082,8050979-1,790a1f93-b417-4a90-a260...
336,9146656,8200247-7,541f6aa1-ad9c-4bd3-84db...
337,6779155,4644470-1,35a36b24-2ac2-4a6a-9714...
338,7426537,7287054-3,d819cf80-58a1-4e64-b179...
339,9268751,3957788-6,08b38030-3e60-4952-b512...
340,5896500,5617539-4,6e1515fd-7a84-4c10-bdbd...
341,8660614,6714793-2,30229c85-3903-415c-9554...
342,7607141,7202875-1,83cb4e57-2d6d-4bb8-8002...
343,9165285,7679637-1,6f3b1f3d-3127-47ff-87df...
344,8032477,5774357-1,a9ec9716-41df-40ff-b3a6...
345,7512685,6266240-4,ff5ebd7a-2db4-4b9a-8586...
346,7836094,7296017-6,6f3b1f3d-3127-47ff-87df...
347,8352870,7185277-1,83cb4e57-2d6d-4bb8-8002...
348,6901426,6604084-2,0d849324-efdb-47cb-9b5e...
349,9912777,5581599-2,541f6aa1-ad9c-4bd3-84db...
350,9009726,9009726-2,ef853b97-522b-48db-acfa...
351,5195086,4905231-3,85b10660-4154-4165-a79b...
352,9473447,9112931-3,88c58cbf-1d9b-4d0b-ad51...
353,8971966,6714793-2,30229c85-3903-415c-9554...
354,7043716,7043716-2,4df8841c-41a2-4ab4-b354...
355,8204513,7593740-1,4f5e4429-aac1-4314-9beb...
356,9148393,7076267-1,4df8841c-41a2-4ab4-b354...
357,9424347,9424347-3,9d7436cf-9de6-4b70-8a8e...
358,9571879,9571879-4,e6231470-c34f-49f8-a010...
359,9425971,7610287-3,290559dc-02ce-422e-a0f4...
360,6330589,5903903-1,6f3b1f3d-3127-47ff-87df...
361,6490620,6473407-5,62b143e9-7c0a-40b5-a871...
362,7378098,5380531-2,2e70baa4-b1f6-487f-bc71...
363,8886227,7809101-5,e137327d-c32f-488a-93a3...
364,9075598,8978107-2,ccc8f9b2-f715-4103-9af9...
365,8990193,7558769-2,4f5e4429-aac1-4314-9beb...
366,9473886,5539660-2,de5b7cf2-a000-4ed1-ad73...
367,8015570,4370512-1,6f3b1f3d-3127-47ff-87df...
368,8150919,7593943-3,290559dc-02ce-422e-a0f4...
369,9489367,9462037-4,ae2c43e7-2b74-4574-86b7...
370,6760580,6317388-3,d819cf80-58a1-4e64-b179...
371,5008853,5008853-1,44a43e0d-f423-4c58-8ab4...
372,8397156,8396246-9,6f3b1f3d-3127-47ff-87df...
373,7721190,7437376-2,290559dc-02ce-422e-a0f4...
374,10127300,5867808-2,f4e3f381-2ff7-431b-a2c...
375,8984098,8719347-4,541f6aa1-ad9c-4bd3-84db...
376,8001580,7587558-3,f6e9aed8-8a50-4d81-afda...
377,8813112,4592546-2,62cde0e7-2c4c-4371-9676...
378,9886309,5528742-1,12b17a94-8083-414d-864b...
379,8825594,8176005-9,290559dc-02ce-422e-a0f4...
380,9229976,8584143-2,81b91794-dc3c-44ca-9857...
381,9350599,8286250-2,541f6aa1-ad9c-4bd3-84db...
382,9026537,8606787-2,b519888b-8245-47a2-a630...
383,8935715,8813112-1,541f6aa1-ad9c-4bd3-84db...
384,9195687,7734608-2,541f6aa1-ad9c-4bd3-84db...
385,7441202,5523769-2,b37e014e-e0fc-4aa8-be3a...
386,7930204,7319779-1,55544c67-98b8-4a12-841c...
387,9919211,4592546-2,c09053cc-39a7-4f2a-8d59...
388,7318063,6988139-2,32cdcac6-11df-4796-85e9...
389,9744453,5665704-1,423d33fe-8365-4bdc-bde7...
390,9460073,8533336-2,4f5e4429-aac1-4314-9beb...
391,9875221,5983245-2,56a4bde6-3d67-496b-a899...
392,7730134,7433920-6,a1279602-f354-4f3d-b449...
393,9912777,8996648-3,b2de96fb-91e3-46ed-8893...
394,6446127,5870412-2,96459701-e129-4099-bb1c...
395,9372848,9231898-3,c1bc1160-68f6-4a72-a93c...
396,10068009,8463794-1,9afa0f25-903d-41f1-b58...
397,8713106,7627810-3,57826b84-2949-48ed-9f25...
398,7587695,6708313-3,515b67cf-a949-4fe0-965b...
399,6016393,5603031-1,ff5ebd7a-2db4-4b9a-8586...
400,9537790,9088459-5,08821626-7b0c-4033-b2c6...
401,6708219,5870412-4,943cdf56-d0b8-428a-8a4d...
402,7974975,6571238-2,c83e0c10-de8e-4ac4-a2ef...
403,8966394,5544228-3,44a43e0d-f423-4c58-8ab4...
404,7383291,7346705-2,f16e1f33-6bd9-4d61-b56d...
405,7937651,7437376-2,290559dc-02ce-422e-a0f4...
406,6880126,6292933-6,b0e184e0-9295-441d-b4d3...
407,5603031,5049873-3,44a43e0d-f423-4c58-8ab4...
408,7376937,6243702-4,c2504fed-12a4-4d57-9ca4...
409,8442943,6671757-6,a80b27d1-29c7-4841-8f34...
410,7359902,7359902-8,77bae20e-3d4e-4023-8d7e...
411,8554601,4194898-2,290559dc-02ce-422e-a0f4...
412,5671428,4803642-1,00e8a71d-de3c-4582-8403...
413,6324682,6006224-2,7391e699-bdda-496c-b4a5...
414,9424347,9189131-2,b519888b-8245-47a2-a630...
415,8185132,5539660-2,de5b7cf2-a000-4ed1-ad73...
416,7016675,6446127-4,1070a0cc-bcff-47cb-ba62...
417,8656391,5940845-1,9dfec380-dd14-45be-ac88...
418,7287223,6072542-2,58a9455f-9434-496c-a1bb...
419,9724603,4592546-2,c09053cc-39a7-4f2a-8d59...
420,8285812,8285812-3,a1279602-f354-4f3d-b449...
421,6466239,3963716-2,9b16c8ed-5a0b-4167-94d7...
422,9349021,6845448-1,7e6b0bd6-fe45-4fa2-89c7...
423,8661332,6363386-4,0ef0ba2d-fadd-4daf-944f...
424,6598167,6115040-2,6706eaba-41f1-457d-90d6...
425,7383291,7383291-4,f16e1f33-6bd9-4d61-b56d...
426,9965129,9792285-3,4f5e4429-aac1-4314-9beb...
427,9165285,8171429-4,6f3b1f3d-3127-47ff-87df...
428,8837072,4592546-2,62cde0e7-2c4c-4371-9676...
429,9141408,9141408-4,27920408-a60a-40f4-9d0b...
430,8719347,8719347-9,44a43e0d-f423-4c58-8ab4...
431,6968571,6598167-2,d719aaf9-3ac5-4fc1-8244...
432,8914384,6430576-1,541f6aa1-ad9c-4bd3-84db...
433,7623650,7623650-2,3a1d4db3-8247-445b-a36a...
434,7840543,7249168-1,3af1db57-f6de-4928-96e5...
435,6199116,6032188-2,6d1bf247-45da-45df-8528...
436,9009726,8001328-1,77bae20e-3d4e-4023-8d7e...
437,8661459,8117201-3,6f3b1f3d-3127-47ff-87df...
438,6370681,5819270-5,fb7abfae-99c8-45c1-84d5...
439,8756579,7596620-1,11e4177e-4824-4f04-a57e...
440,7447991,6765565-1,2432d162-8224-48fe-bf63...
441,9799004,5740384-2,11754af3-d42f-411c-b4b8...
442,8055904,8055904-2,182f09d0-5434-4a01-8c3d...
443,8484292,7627810-1,08631bca-ba74-4dae-9bea...
444,7937413,5592661-6,a80b27d1-29c7-4841-8f34...
445,9165305,7689520-2,44a43e0d-f423-4c58-8ab4...
446,7433920,7433920-7,6f3b1f3d-3127-47ff-87df...
447,6691153,6453337-4,ac1b0a15-14e8-4070-b049...
448,7573873,5870412-3,065ba967-4ff9-41b9-b7bd...
449,8689273,6125388-1,4f5e4429-aac1-4314-9beb...
